Timestamp,Angry,Disgusted,Fearful,Happy,Neutral,Sad,Surprised
2025-04-25T16:48:43.163Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:48:44.268Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:48:45.309Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:48:46.351Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:48:47.475Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:48:49.272Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:48:50.161Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:48:51.460Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:48:52.317Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:48:53.098Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:48:54.445Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:48:55.300Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:48:56.168Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:48:57.146Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:48:58.192Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:48:59.413Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:49:00.249Z,0.00,0.00,0.00,50.00,50.00,0.00,0.00
2025-04-25T16:49:01.193Z,0.00,0.00,0.00,100.00,0.00,0.00,0.00
2025-04-25T16:49:02.108Z,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-04-25T16:49:03.467Z,0.00,0.00,0.00,75.00,25.00,0.00,0.00
2025-04-25T16:49:04.286Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:49:10.306Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:49:37.949Z,0.00,0.00,0.00,0.00,50.00,0.00,50.00
2025-04-25T16:49:39.358Z,0.00,0.00,0.00,2.38,35.71,61.90,0.00
2025-04-25T16:49:40.217Z,0.00,0.00,0.00,100.00,0.00,0.00,0.00
2025-04-25T16:49:41.209Z,0.00,0.00,0.00,50.00,50.00,0.00,0.00
2025-04-25T16:49:42.107Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:49:43.591Z,0.00,0.00,0.00,0.00,0.00,0.00,100.00
2025-04-25T16:49:45.226Z,0.00,0.00,0.00,33.33,33.33,0.00,33.33
2025-04-25T16:49:45.981Z,0.00,0.00,0.00,33.33,0.00,0.00,66.67
2025-04-25T16:49:47.204Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:49:48.348Z,0.00,0.00,0.00,66.67,33.33,0.00,0.00
2025-04-25T16:49:49.112Z,0.00,0.00,0.00,100.00,0.00,0.00,0.00
2025-04-25T16:49:50.268Z,0.00,0.00,0.00,50.00,50.00,0.00,0.00
2025-04-25T16:49:51.168Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:49:52.414Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:49:53.356Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:49:54.307Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:49:55.274Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:49:56.224Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:49:57.187Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:49:58.151Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:49:59.154Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
2025-04-25T16:50:00.143Z,0.00,0.00,0.00,0.00,100.00,0.00,0.00
